PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,15:00,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+\-
Collin Sexton,CLE,23,11,7,4,316,176,68,151,45,11,45,24.4,29,39,74.4,13,23,36,23,31,10,0,25,0,0,-30
Justin Anderson,IND,28,16,3,13,316,102,36,95,37.9,15,59,25.4,15,19,78.9,4,42,46,33,8,8,6,22,0,0,-15
James Bouknight,CHA,21,31,15,16,304,142,49,141,34.8,17,49,34.7,27,31,87.1,22,30,52,26,15,7,1,29,0,0,-50
Justin Robinson,DET,24,25,13,12,304,78,28,93,30.1,18,61,29.5,4,8,50,4,17,21,32,17,9,1,27,0,0,-123
Paul Reed,PHI,22,38,21,17,303,116,54,96,56.3,2,8,25,6,14,42.9,44,48,92,16,10,33,14,57,0,0,-40
Brook Lopez,MIL,34,13,10,3,298,161,61,131,46.6,19,53,35.8,20,23,87,19,34,53,6,12,8,15,34,0,0,-7
Markieff Morris,MIA,32,17,10,7,298,129,54,114,47.4,13,39,33.3,8,9,88.9,17,28,45,23,20,6,1,33,0,0,19
Justin Champagnie,TOR,20,36,21,15,281,81,31,67,46.3,10,28,35.7,9,9,100,37,35,72,11,8,8,4,32,0,0,52
Nathan Knight,MIN,24,37,22,15,267,138,45,88,51.1,4,13,30.8,44,60,73.3,32,53,85,22,18,7,8,42,1,0,22
Michael Porter Jr.,DEN,23,9,5,4,265,89,37,103,35.9,10,48,20.8,5,9,55.6,9,50,59,17,12,10,2,16,1,0,58
JT Thor,CHA,19,33,18,15,262,67,24,55,43.6,7,27,25.9,12,20,60,11,32,43,19,10,8,11,26,0,0,-7
Daishen Nix,HOU,20,24,3,21,261,77,27,67,40.3,7,26,26.9,16,30,53.3,7,26,33,40,26,15,0,21,0,0,-46
KZ Okpala,MIA,22,21,14,7,244,77,30,69,43.5,9,26,34.6,8,11,72.7,11,30,41,14,5,4,7,25,0,0,6
Leandro Bolmaro,MIN,21,35,19,16,241,50,17,54,31.5,5,18,27.8,11,13,84.6,16,27,43,21,13,6,0,26,0,0,3
Jaylen Hoard,OKC,23,7,2,5,240,103,44,90,48.9,9,25,36,6,14,42.9,30,54,84,17,8,6,5,14,4,0,-87
Mychal Mulder,MIA,27,17,3,14,240,69,24,77,31.2,17,54,31.5,4,4,100,2,22,24,5,8,4,2,13,0,0,-55
Usman Garuba,HOU,20,24,2,22,239,48,19,44,43.2,5,20,25,5,7,71.4,21,62,83,17,6,10,11,28,0,0,33
Jake Layman,MIN,28,34,20,14,231,81,30,73,41.1,8,35,22.9,13,18,72.2,6,30,36,9,10,7,5,12,0,0,-11
Kevin Knox II,ATL,22,30,18,12,222,93,31,85,36.5,15,54,27.8,16,22,72.7,14,30,44,10,7,4,2,19,0,0,-70
Denzel Valentine,UTA,28,24,14,10,222,69,25,66,37.9,19,47,40.4,0,0,0,9,33,42,11,12,8,0,20,0,0,-27
Skylar Mays,ATL,24,28,17,11,220,80,32,64,50,8,25,32,8,9,88.9,5,20,25,17,10,7,0,9,1,0,-53
Georgios Kalaitzakis,OKC,23,13,8,5,213,86,31,67,46.3,10,26,38.5,14,30,46.7,6,15,21,12,20,11,2,19,0,0,-134
Malcolm Hill,CHI,26,19,8,11,212,72,24,52,46.2,13,36,36.1,11,14,78.6,11,24,35,8,3,7,3,24,0,0,-31
Tim Frazier,CLE,31,12,1,11,208,39,14,45,31.1,6,17,35.3,5,9,55.6,5,14,19,34,15,3,1,27,0,0,-80
Alfonzo McKinnie,CHI,29,17,8,9,206,59,24,61,39.3,9,27,33.3,2,8,25,13,20,33,5,7,2,3,26,0,0,-55
Joe Wieskamp,SAS,22,29,11,18,205,61,20,56,35.7,14,43,32.6,7,13,53.8,4,10,14,9,2,4,3,14,0,0,0
Ed Davis,CLE,32,31,15,16,201,28,11,16,68.8,0,0,0,6,14,42.9,14,50,64,7,5,3,9,33,0,0,16
Javonte Smart,MIA,22,17,11,6,200,51,19,60,31.7,8,27,29.6,5,6,83.3,5,19,24,16,11,6,3,12,0,0,-42
Tyler Cook,CHI,24,20,13,7,200,67,23,38,60.5,0,0,0,21,32,65.6,16,37,53,3,7,4,4,28,0,0,-27
Lindell Wigginton,MIL,24,19,11,8,199,80,26,61,42.6,9,26,34.6,19,35,54.3,3,22,25,23,12,5,1,17,0,0,-47
Braxton Key,DET,25,11,5,6,197,79,33,72,45.8,6,21,28.6,7,13,53.8,13,37,50,11,11,10,11,26,0,0,27
Udoka Azubuike,UTA,22,17,11,6,195,80,37,49,75.5,0,0,0,6,11,54.5,18,53,71,0,12,1,11,25,1,0,4
Greg Monroe,MIN,31,14,7,7,195,76,32,57,56.1,0,0,0,12,23,52.2,30,34,64,22,12,8,10,24,0,0,5
Mamadi Diakite,OKC,25,13,4,9,188,56,25,47,53.2,0,5,0,6,11,54.5,17,42,59,2,7,5,9,33,0,0,-14
Reggie Perry,POR,22,10,0,10,187,92,40,79,50.6,3,16,18.8,9,15,60,15,32,47,12,11,9,6,33,1,0,-78
Kyle Guy,MIA,24,19,15,4,186,74,26,65,40,14,40,35,8,12,66.7,4,13,17,17,13,7,1,12,0,0,-48
Willie Cauley-Stein,PHI,28,20,12,8,183,34,16,35,45.7,1,2,50,1,2,50,13,27,40,10,7,6,3,19,0,0,24
Frank Kaminsky,PHX,29,9,8,1,181,95,36,66,54.5,5,15,33.3,18,20,90,11,30,41,13,5,8,7,14,0,0,39
Charlie Brown Jr.,PHI,25,22,16,6,178,30,10,39,25.6,1,12,8.3,9,10,90,14,18,32,6,5,10,4,18,0,0,-21
Markus Howard,DEN,23,31,17,14,176,126,39,101,38.6,28,70,40,20,23,87,2,10,12,7,7,9,0,17,0,0,-12
Jamorko Pickett,DET,24,13,4,9,176,50,18,50,36,13,39,33.3,1,2,50,6,26,32,7,5,0,7,12,0,0,0
Vlatko Cancar,DEN,25,15,7,8,176,62,23,41,56.1,7,12,58.3,9,14,64.3,8,23,31,17,9,2,3,18,0,0,4
Zavier Simpson,OKC,25,4,1,3,174,44,19,52,36.5,1,8,12.5,5,5,100,2,19,21,30,10,5,4,15,0,0,-95
Victor Oladipo,MIA,29,8,4,4,173,99,35,73,47.9,15,36,41.7,14,19,73.7,3,20,23,28,16,5,1,13,1,0,-5
Hassani Gravett,ORL,25,8,2,6,171,50,18,38,47.4,11,26,42.3,3,4,75,1,20,21,20,9,5,1,13,0,0,-2
Charles Bassey,PHI,21,23,11,12,168,69,30,47,63.8,0,4,0,9,12,75,22,40,62,7,8,5,17,32,1,0,-34
Alize Johnson,NOP,25,23,14,9,167,41,17,39,43.6,0,4,0,7,12,58.3,28,33,61,9,12,5,0,18,0,0,-45
Kevin Pangos,CLE,29,24,16,8,166,39,15,46,32.6,6,26,23.1,3,4,75,2,9,11,30,7,3,0,11,0,0,-35
Haywood Highsmith,MIA,25,19,13,6,163,43,16,46,34.8,9,28,32.1,2,5,40,10,16,26,6,3,2,3,13,0,0,-37
Sam Hauser,BOS,24,26,20,6,158,65,23,50,46,19,44,43.2,0,0,0,5,24,29,10,2,1,2,7,0,0,1
Paul Watson,OKC,27,9,2,7,156,31,12,35,34.3,6,26,23.1,1,2,50,3,24,27,8,4,3,3,10,0,0,-56
Cassius Stanley,DET,22,9,3,6,155,52,19,46,41.3,4,17,23.5,10,10,100,5,14,19,4,6,5,2,17,0,0,-15
Bruno Fernando,HOU,23,30,15,15,153,88,36,55,65.5,1,2,50,15,24,62.5,18,37,55,7,14,1,11,24,2,0,-33
Theo Pinson,DAL,26,19,14,5,148,48,14,39,35.9,10,30,33.3,10,10,100,2,19,21,17,5,5,2,12,0,0,-41
Abdel Nader,PHX,28,14,11,3,145,34,12,35,34.3,4,14,28.6,6,10,60,4,23,27,7,11,8,4,20,0,0,-2
Devin Cannady,ORL,25,5,2,3,145,50,15,44,34.1,15,37,40.5,5,7,71.4,1,5,6,10,5,5,3,9,0,0,-11
Solomon Hill,ATL,31,13,7,6,139,8,3,20,15,2,13,15.4,0,0,0,6,17,23,12,1,4,2,16,0,0,41
Xavier Moon,LAC,27,10,7,3,137,58,25,51,49,5,14,35.7,3,5,60,2,12,14,24,6,7,3,9,0,0,2
Jahmi'us Ramsey,SAC,20,19,2,17,134,60,24,58,41.4,5,18,27.8,7,14,50,4,9,13,7,5,1,1,10,0,0,-21
Didi Louzada,POR,22,9,0,9,129,35,12,33,36.4,9,23,39.1,2,2,100,5,12,17,5,5,2,2,13,0,0,-81
Marcus Garrett,MIA,23,12,11,1,128,13,5,21,23.8,1,4,25,2,5,40,9,14,23,7,2,5,3,16,0,0,17
Boban Marjanovic,DAL,33,23,15,8,128,98,42,70,60,1,4,25,13,22,59.1,8,31,39,3,15,0,3,24,0,0,35
Jay Scrubb,LAC,21,18,8,10,121,49,18,46,39.1,6,21,28.6,7,10,70,2,14,16,8,7,4,3,9,0,0,16
Devontae Cacok,SAS,25,15,5,10,121,46,21,31,67.7,0,0,0,4,7,57.1,8,34,42,6,3,8,7,16,0,0,-1
Jalen Johnson,ATL,20,22,14,8,120,52,22,41,53.7,3,13,23.1,5,7,71.4,2,24,26,3,9,3,2,9,0,0,-19
Neemias Queta,SAC,22,15,4,11,120,45,17,38,44.7,0,0,0,11,17,64.7,14,17,31,6,6,1,8,18,0,0,-7
Melvin Frazier Jr.,OKC,25,3,0,3,120,32,13,48,27.1,1,21,4.8,5,7,71.4,5,8,13,1,3,1,0,8,0,0,-92
Freddie Gillespie,ORL,24,9,1,8,119,21,9,22,40.9,0,1,0,3,7,42.9,13,23,36,5,5,3,9,18,0,0,-29
Jabari Parker,BOS,27,12,4,8,112,53,18,38,47.4,8,16,50,9,9,100,5,23,28,6,8,4,1,13,0,0,-7
Derrick Walton Jr.,DET,27,3,1,2,108,19,6,26,23.1,3,13,23.1,4,4,100,2,8,10,21,11,7,4,8,0,0,-3
Jeff Dowtin,ORL,24,9,4,5,108,19,8,26,30.8,1,9,11.1,2,2,100,8,10,18,10,5,5,1,5,0,0,-26
Langston Galloway,MIL,30,7,4,3,107,14,6,26,23.1,2,16,12.5,0,0,0,3,15,18,12,6,1,0,7,0,0,-12
Chaundee Brown Jr.,ATL,23,5,1,4,104,31,10,32,31.3,6,18,33.3,5,6,83.3,1,15,16,4,1,2,0,7,0,0,-20
Louis King,SAC,23,10,2,8,104,45,15,47,31.9,8,27,29.6,7,10,70,0,12,12,9,0,2,1,14,0,0,-29
Luke Kornet,BOS,26,15,11,4,103,30,13,27,48.1,0,5,0,4,6,66.7,13,16,29,9,0,3,3,9,0,0,22
Tyler Johnson,SAS,29,6,2,4,91,17,6,20,30,5,13,38.5,0,0,0,3,9,12,7,2,3,3,7,0,0,-6
Chris Silva,MIA,25,10,7,3,91,26,8,15,53.3,0,0,0,10,12,83.3,13,23,36,7,8,0,1,20,0,0,-29
Devon Dotson,CHI,22,11,5,6,85,29,11,23,47.8,2,9,22.2,5,9,55.6,1,8,9,15,5,1,0,11,0,0,-2
Udonis Haslem,MIA,41,13,10,3,83,32,14,31,45.2,1,4,25,3,3,100,4,21,25,4,5,1,1,15,0,0,-15
Wes Iwundu,ATL,27,3,2,1,82,22,8,18,44.4,3,5,60,3,4,75,3,10,13,0,1,1,0,8,0,0,0
Bol Bol,ORL,22,14,5,9,81,33,15,27,55.6,1,4,25,2,5,40,4,16,20,5,4,1,2,4,0,0,5
Carsen Edwards,DET,24,4,1,3,79,23,9,30,30,4,16,25,1,1,100,2,4,6,14,5,2,0,4,0,0,-12
Ryan Arcidiacono,NYK,28,10,8,2,76,16,6,12,50,4,9,44.4,0,0,0,0,8,8,4,3,1,0,5,0,0,-12
Tyrone Wallace,NOP,27,6,4,2,75,17,7,20,35,2,8,25,1,5,20,0,8,8,1,2,3,1,7,0,0,-18
Trevelin Queen,HOU,25,10,1,9,74,43,15,33,45.5,9,24,37.5,4,4,100,7,9,16,4,7,5,1,6,0,0,8
Isaiah Todd,WAS,20,12,1,11,74,20,7,26,26.9,4,16,25,2,6,33.3,3,9,12,4,4,4,2,4,0,0,-24
Aleem Ford,ORL,24,5,2,3,74,14,6,20,30,2,15,13.3,0,0,0,2,13,15,2,4,1,0,7,0,0,-35
Quinndary Weatherspoon,GSW,25,11,8,3,73,30,12,21,57.1,1,5,20,5,5,100,2,12,14,5,3,1,1,15,0,0,-10
Yves Pons,MEM,22,12,9,3,71,13,5,16,31.3,3,9,33.3,0,2,0,5,7,12,1,1,1,4,6,0,0,-30
Rayjon Tucker,MIL,24,5,2,3,71,21,6,9,66.7,4,5,80,5,7,71.4,3,5,8,10,1,4,0,5,0,0,-2
Isaac Bonga,TOR,22,15,9,6,69,12,3,13,23.1,1,4,25,5,8,62.5,4,3,7,4,2,8,2,10,0,0,-32
BJ Johnson,ORL,26,4,2,2,65,26,11,25,44,4,10,40,0,0,0,6,9,15,0,0,0,1,4,0,0,-12
Brandon Knight,DAL,30,5,2,3,65,32,10,25,40,4,17,23.5,8,8,100,0,8,8,8,4,1,0,5,0,0,-6
Malik Fitts,BOS,24,15,13,2,63,21,8,19,42.1,5,10,50,0,0,0,2,15,17,5,2,0,0,4,0,0,-19
RJ Nembhard Jr.,CLE,23,14,6,8,63,15,6,18,33.3,0,2,0,3,4,75,3,4,7,12,3,1,0,2,0,0,-7
Kai Jones,CHA,21,21,14,7,63,22,9,14,64.3,1,2,50,3,8,37.5,3,8,11,4,6,1,2,8,0,0,-14
Brodric Thomas,BOS,25,12,8,4,60,21,8,18,44.4,2,9,22.2,3,5,60,2,8,10,11,6,1,1,7,0,0,3
Tacko Fall,CLE,26,11,4,7,59,12,5,12,41.7,0,0,0,2,7,28.6,7,16,23,2,3,0,6,3,0,0,5
Sam Merrill,MEM,25,6,2,4,58,25,8,24,33.3,7,23,30.4,2,4,50,1,6,7,4,2,0,0,3,0,0,-9
Gabriel Deck,OKC,27,7,2,5,56,18,8,14,57.1,2,4,50,0,0,0,1,5,6,5,2,1,0,2,0,0,-14
James Ennis III,DEN,31,7,3,4,56,29,11,24,45.8,3,8,37.5,4,5,80,5,7,12,3,2,2,2,5,0,0,0
D.J. Wilson,TOR,26,4,2,2,54,30,11,15,73.3,0,2,0,8,10,80,1,15,16,5,2,5,1,6,0,0,-16
Myles Powell,PHI,24,11,8,3,52,13,5,17,29.4,1,6,16.7,2,2,100,1,5,6,3,3,1,0,8,0,0,-18
Mason Jones,LAL,23,4,2,2,51,27,7,15,46.7,1,4,25,12,15,80,1,9,10,4,1,2,0,8,0,0,23
Tremont Waters,WAS,24,3,0,3,50,10,4,14,28.6,2,9,22.2,0,0,0,0,4,4,7,4,5,0,4,0,0,-19
Cameron McGriff,POR,24,3,0,3,46,14,5,14,35.7,2,6,33.3,2,2,100,6,9,15,3,0,0,1,7,0,0,8
Gabriel Lundberg,PHX,27,4,1,3,44,13,5,19,26.3,3,8,37.5,0,0,0,2,5,7,11,3,3,0,7,0,0,19
Miye Oni,UTA,24,16,15,1,44,5,2,9,22.2,1,8,12.5,0,1,0,1,6,7,5,1,0,0,7,0,0,-32
Vernon Carey Jr.,WAS,21,7,3,4,44,20,7,13,53.8,0,0,0,6,13,46.2,8,4,12,0,3,2,1,4,0,0,-44
Cameron Oliver,ATL,25,2,1,1,43,23,10,15,66.7,1,3,33.3,2,3,66.7,2,4,6,3,0,1,1,5,0,0,-2
Jared Harper,NOP,24,5,2,3,43,37,14,26,53.8,5,12,41.7,4,4,100,2,0,2,14,2,4,1,5,0,0,7
Robert Woodard II,SAS,22,12,0,12,42,7,2,16,12.5,1,4,25,2,2,100,5,6,11,3,1,1,1,3,0,0,15
Cassius Winston,WAS,24,7,1,6,39,14,4,11,36.4,2,6,33.3,4,4,100,0,1,1,7,3,0,0,9,0,0,-6
Nik Stauskas,BOS,28,8,7,1,39,18,5,14,35.7,4,10,40,4,6,66.7,1,2,3,2,1,0,0,1,0,0,18
Xavier Sneed,UTA,24,9,7,2,39,5,2,10,20,1,8,12.5,0,0,0,2,4,6,1,0,0,0,2,0,0,-6
Sharife Cooper,ATL,20,13,8,5,39,7,3,14,21.4,1,6,16.7,0,0,0,0,5,5,5,5,0,0,1,0,0,-35
Petr Cornelie,DEN,26,13,3,10,38,14,5,15,33.3,1,8,12.5,3,4,75,7,7,14,3,4,1,1,7,0,0,8
Darren Collison,LAL,34,3,1,2,37,4,2,7,28.6,0,3,0,0,0,0,0,4,4,2,1,1,0,5,0,0,-14
Justin Jackson,PHX,27,7,6,1,36,15,5,15,33.3,3,9,33.3,2,2,100,1,6,7,2,1,0,0,3,0,0,-13
Marko Simonovic,CHI,22,9,4,5,35,17,4,15,26.7,1,5,20,8,11,72.7,5,5,10,0,2,1,1,6,0,0,3
Juwan Morgan,BOS,24,2,1,1,31,5,2,3,66.7,1,2,50,0,0,0,2,2,4,1,0,0,0,3,0,0,-17
Micah Potter,DET,24,3,2,1,31,12,5,11,45.5,0,2,0,2,2,100,4,5,9,0,1,1,1,4,0,0,-40
Cheick Diallo,DET,25,3,0,3,31,11,3,8,37.5,0,0,0,5,6,83.3,4,8,12,0,1,1,0,6,0,0,-33
Jordan Schakel,WAS,23,4,1,3,30,5,1,11,9.1,1,6,16.7,2,2,100,2,6,8,0,1,1,0,0,0,0,2
Daniel Oturu,TOR,22,3,1,2,27,9,3,6,50,0,1,0,3,5,60,1,4,5,0,0,0,2,1,0,0,-24
Deividas Sirvydis,DET,21,3,1,2,27,3,1,10,10,1,7,14.3,0,0,0,0,6,6,1,0,3,1,4,0,0,-28
Mac McClung,LAL,23,2,2,0,24,8,3,6,50,1,3,33.3,1,1,100,0,3,3,1,3,1,1,5,0,0,7
Carlik Jones,DEN,24,5,3,2,23,4,1,9,11.1,0,1,0,2,2,100,1,2,3,5,3,1,0,0,0,0,-20
Shaquille Harrison,BKN,28,2,1,1,23,4,2,6,33.3,0,2,0,0,0,0,1,3,4,3,2,1,1,3,0,0,-4
Chandler Hutchison,PHX,25,6,4,2,22,4,1,2,50,0,0,0,2,2,100,0,5,5,2,4,0,0,1,0,0,15
Gabe York,IND,28,2,0,2,21,8,2,7,28.6,1,6,16.7,3,5,60,0,2,2,4,1,2,1,4,0,0,-4
Damyean Dotson,NYK,27,2,1,1,21,4,2,4,50,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,3
Jay Huff,LAL,24,4,0,4,20,0,0,3,0,0,2,0,0,0,0,1,3,4,1,1,1,1,1,0,0,15
Joel Ayayi,WAS,22,7,1,6,20,2,1,6,16.7,0,1,0,0,0,0,1,2,3,4,0,0,0,0,0,0,3
George King,DAL,28,4,2,2,19,1,0,5,0,0,4,0,1,2,50,0,5,5,0,1,0,0,4,0,0,-27
Wayne Selden,NYK,27,3,2,1,19,5,1,4,25,1,2,50,2,4,50,0,1,1,1,0,0,0,1,0,0,-13
Norvel Pelle,UTA,29,3,0,3,19,6,3,5,60,0,0,0,0,0,0,3,3,6,0,2,0,1,1,0,0,-19
Craig Sword,WAS,28,3,1,2,19,6,3,4,75,0,1,0,0,0,0,0,0,0,1,1,4,0,7,0,0,1
McKinley Wright IV,MIN,23,5,3,2,19,5,2,3,66.7,1,2,50,0,0,0,0,0,0,3,1,0,0,1,0,0,-7
Emanuel Terry,PHX,25,3,2,1,18,0,0,5,0,0,0,0,0,0,0,8,7,15,2,5,1,0,4,0,0,-19
Eugene Omoruyi,DAL,25,4,1,3,18,7,2,5,40,1,2,50,2,4,50,2,5,7,2,0,0,0,2,0,0,3
Scotty Hopson,OKC,32,1,0,1,18,4,2,4,50,0,1,0,0,0,0,0,1,1,1,2,0,0,1,0,0,-6
Aaron Henry,PHI,22,6,6,0,17,2,1,5,20,0,1,0,0,0,0,0,1,1,0,2,0,2,2,0,0,-20
Trayvon Palmer,DET,27,1,0,1,17,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,2,0,0,-12
Sekou Doumbouya,LAL,21,2,0,2,16,14,5,8,62.5,1,2,50,3,4,75,2,4,6,0,2,3,2,1,0,0,24
Dakota Mathias,MEM,26,6,5,1,16,6,2,6,33.3,2,6,33.3,0,0,0,0,2,2,1,0,1,0,1,0,0,-11
Jaylen Morris,SAS,26,3,0,3,16,2,0,6,0,0,2,0,2,4,50,0,2,2,2,1,0,0,2,0,0,8
Moses Wright,DAL,23,4,4,0,15,5,1,4,25,0,1,0,3,3,100,1,2,3,2,0,0,1,0,0,0,-7
Jemerrio Jones,LAL,27,2,0,2,15,4,2,3,66.7,0,0,0,0,0,0,2,1,3,0,0,1,0,2,0,0,-13
Cat Barber,ATL,27,3,0,3,13,0,0,4,0,0,0,0,0,4,0,1,2,3,3,1,0,0,1,0,0,11
Jarron Cumberland,POR,24,3,0,3,12,2,1,2,50,0,1,0,0,0,0,1,2,3,1,0,0,0,2,0,0,9
Trevon Scott,CLE,25,2,1,1,11,6,3,6,50,0,1,0,0,0,0,1,1,2,0,0,1,1,2,0,0,4
Emmanuel Mudiay,SAC,26,2,0,2,11,3,0,2,0,0,0,0,3,4,75,0,0,0,4,1,1,0,1,0,0,-7
JaQuori McLaughlin,DAL,24,4,2,2,11,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,-9
Rob Edwards,OKC,25,2,0,2,11,3,1,4,25,1,4,25,0,0,0,0,3,3,0,1,0,0,0,0,0,-14
Shaq Buchanan,MEM,25,2,2,0,10,2,1,4,25,0,2,0,0,0,0,1,1,2,2,2,1,0,1,0,0,-2
DaQuan Jeffries,MEM,24,3,3,0,9,2,1,2,50,0,1,0,0,0,0,0,2,2,1,0,0,0,1,0,0,-3
MJ Walker,PHX,24,2,1,1,8,0,0,4,0,0,2,0,0,0,0,0,1,1,1,0,2,0,1,0,0,-3
Feron Hunt,NYK,22,2,2,0,8,0,0,2,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,-1
Jon Teske,MEM,24,3,3,0,8,0,0,1,0,0,0,0,0,2,0,0,2,2,1,0,1,0,1,0,0,-3
Anthony Lamb,HOU,24,2,0,2,8,0,0,2,0,0,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,5
Malik Newman,CLE,25,1,0,1,8,8,3,5,60,0,1,0,2,2,100,0,1,1,1,1,0,0,0,0,0,1
Paris Bass,PHX,26,2,2,0,7,6,2,6,33.3,0,2,0,2,2,100,2,2,4,0,2,1,0,2,0,0,2
Jaysean Paige,DET,27,1,1,0,7,0,0,3,0,0,2,0,0,0,0,0,1,1,1,1,0,0,2,0,0,-10
Scottie Lewis,CHA,22,2,1,1,7,1,0,0,0,0,0,0,1,2,50,0,0,0,1,0,1,0,0,0,0,-4
Jordan Goodwin,WAS,23,2,1,1,6,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-8
Jaden Springer,PHI,19,2,2,0,6,2,1,1,100,0,0,0,0,0,0,1,1,2,0,1,0,2,0,0,0,-8
Arnoldas Kulboka,CHA,24,2,2,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-12
Matt Ryan,BOS,24,1,1,0,5,3,1,5,20,1,5,20,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Zylan Cheatham,UTA,26,1,0,1,5,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13
Jaime Echenique,WAS,24,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Tyrell Terry,MEM,21,2,2,0,3,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2
Javin DeLaurier,MIL,24,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,4
Nate Hinton,IND,22,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
Jordan Bell,CHI,27,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,1
David Johnson,TOR,21,2,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
CJ Miles,BOS,35,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-5
Joe Johnson,BOS,40,1,1,0,2,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
Matt Mooney,NYK,27,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-5
Tyler Hall,NYK,25,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
Ade Murkey,SAC,24,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Sam Dekker,TOR,27,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
DeJon Jarreau,IND,24,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ahmad Caver,IND,25,1,0,1,1,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2